"run_id","question_id","category","condition","query","retrieved_chunk_ids","retrieved_authority_tags","retrieved_award_years","retrieved_documents","answer","faithfulness","prompt_tokens","completion_tokens","total_tokens","model_name","timestamp"
"143","T-03","T","RAG-Standard","I heard the FAFSA got simpler recently — what actually changed?","chunk_000938 | chunk_000162 | chunk_000161 | chunk_001613 | chunk_000003","federal-outdated | federal-primary | federal-primary | professional | federal-primary","2024-25 | 2025-26 | 2025-26 | N/A | 2025-26","avg_intro_202425.txt | avg_intro_202526.txt | avg_intro_202526.txt | nasfaa_about_financial_aid.txt | avg_ch1_202526.txt","The FAFSA has undergone significant changes due to the implementation of the FAFSA Simplification Act and the FUTURE Act. Key changes include:

1. **New FAFSA Partner Portal**: The FAFSA Partner Portal replaced FAA Access to CPS Online, and it requires all FAFSA form contributors (students, spouses, and parents) to provide consent to disclose information to the IRS and approval to retrieve and use certain Federal Tax Information (FTI).

2. **Changes in Definitions**: The definition of family size has been updated to align more closely with who can be claimed as a dependent on a U.S. federal tax return. The definition of a veteran now matches the definition used by the Department of Veterans Affairs.

3. **Need Analysis Adjustments**: The number in college is no longer a factor in the need analysis formula, although it remains a required question on the FAFSA form. Additionally, child support received is now considered an asset of the recipient in the needs analysis calculation.

4. **Direct Data Exchange**: The FA-DDX allows for a direct data exchange with the IRS, eliminating the need for most applicants to self-report their income and tax information, which streamlines the application process.

These changes aim to simplify the application process and improve the accuracy of the information provided.","0.9231","2078","253","2331","gpt-4o-mini-2024-07-18","2026-06-12T15:48:47.549856+00:00"
"144","T-03","T","RAG-AuthAware","I heard the FAFSA got simpler recently — what actually changed?","chunk_000162 | chunk_000161 | chunk_000003 | chunk_001613 | chunk_000938","federal-primary | federal-primary | federal-primary | professional | federal-outdated","2025-26 | 2025-26 | 2025-26 | N/A | 2024-25","avg_intro_202526.txt | avg_intro_202526.txt | avg_ch1_202526.txt | nasfaa_about_financial_aid.txt | avg_intro_202425.txt","The FAFSA Simplification Act, passed on December 27, 2020, mandated significant changes to the FAFSA process. Key changes include:

1. **Direct Data Exchange**: The Fostering Undergraduate Talent by Unlocking Resources for Education (FUTURE) Act authorized a direct data exchange with the IRS, eliminating the need for most applicants to self-report their income and tax information. This new system, called the FUTURE Act Direct Data Exchange (FA-DDX), automatically retrieves federal tax information (FTI) from the IRS, which is considered verified for Title IV purposes.

2. **Consent Requirement**: Unlike the previous IRS Data Retrieval Tool (DRT), which allowed applicants to opt in, the FA-DDX requires applicants and contributors (like parents or spouses) to provide consent for the Department to obtain and use their tax information.

3. **FAFSA Partner Portal**: The FAFSA Partner Portal replaced the FAA Access to CPS Online, and it no longer allows financial aid administrators to initiate new applications on behalf of students. All contributors must provide their own consent.

4. **Changes to FAFSA Form**: The FAFSA form has been updated to reflect these changes, including new sections on signatures and expanded explanations for tax filing statuses.

These changes aim to streamline the application process and reduce the burden on applicants.","1.0","2078","265","2343","gpt-4o-mini-2024-07-18","2026-06-12T15:49:08.204993+00:00"
"145","T-04","T","Baseline-LLM","Does the number of people in my family still affect my financial aid the same way it used to?","","","","","The context does not provide information about whether the number of people in your family still affects financial aid in the same way as before. Therefore, I cannot answer your question.","0.0","71","34","105","gpt-4o-mini-2024-07-18","2026-06-12T15:49:09.456330+00:00"
"146","T-04","T","RAG-Standard","Does the number of people in my family still affect my financial aid the same way it used to?","chunk_000845 | chunk_000040 | chunk_000068 | chunk_000143 | chunk_000820","federal-outdated | federal-primary | federal-primary | federal-primary | federal-outdated","2024-25 | 2025-26 | 2025-26 | 2025-26 | 2024-25","avg_ch2_202425.txt | avg_ch2_202526.txt | avg_ch2_202526.txt | avg_ch5_202526.txt | avg_ch2_202425.txt","No, the number of people in your family does not affect the SAI calculation in the same way it used to. While the number in college is still a required question on the FAFSA form, it is no longer used to calculate the SAI. However, schools can use the information for special circumstance adjustments.","1.0","1972","62","2034","gpt-4o-mini-2024-07-18","2026-06-12T15:49:16.188479+00:00"
"147","T-04","T","RAG-AuthAware","Does the number of people in my family still affect my financial aid the same way it used to?","chunk_000040 | chunk_000068 | chunk_000143 | chunk_000845 | chunk_000820","federal-primary | federal-primary | federal-primary | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","avg_ch2_202526.txt | avg_ch2_202526.txt | avg_ch5_202526.txt | avg_ch2_202425.txt | avg_ch2_202425.txt","No, the number of people in your family does not affect your financial aid in the same way it used to. While the number in college is still a required question on the FAFSA form, it is no longer used to calculate a student's SAI (Student Aid Index). However, schools can use the information to perform a special circumstance adjustment for a student.","1.0","1972","71","2043","gpt-4o-mini-2024-07-18","2026-06-12T15:49:22.773993+00:00"
"148","T-05","T","Baseline-LLM","I'm applying for aid for two kids in college at the same time — does having more than one in college help us get more aid?","","","","","The context does not provide information about whether having more than one child in college affects the amount of financial aid you can receive. Therefore, I cannot answer your question based on the provided information.","0.0","78","38","116","gpt-4o-mini-2024-07-18","2026-06-12T15:49:23.794430+00:00"
"149","T-05","T","RAG-Standard","I'm applying for aid for two kids in college at the same time — does having more than one in college help us get more aid?","chunk_001299 | chunk_000173 | chunk_000845 | chunk_001201 | chunk_000420","federal-outdated | federal-primary | federal-outdated | federal-outdated | federal-primary","2024-25 | 2025-26 | 2024-25 | 2024-25 | 2025-26","vol3_ch3_202425.txt | vol1_ch1_202526.txt | avg_ch2_202425.txt | vol2_intro_202425.txt | vol2_intro_202526.txt","The context states that while the number in college is no longer a factor in the SAI formula, it is a required question on the FAFSA form. Schools can use the information provided to perform a special circumstance adjustment for a student. However, it does not explicitly state that having more than one child in college will help you get more aid. Therefore, the information does not clearly indicate whether having multiple children in college will increase your financial aid eligibility.","1.0","1810","89","1899","gpt-4o-mini-2024-07-18","2026-06-12T15:49:30.439216+00:00"
"150","T-05","T","RAG-AuthAware","I'm applying for aid for two kids in college at the same time — does having more than one in college help us get more aid?","chunk_000173 | chunk_000420 | chunk_001299 | chunk_000845 | chunk_001201","federal-primary | federal-primary | federal-outdated | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2024-25","vol1_ch1_202526.txt | vol2_intro_202526.txt | vol3_ch3_202425.txt | avg_ch2_202425.txt | vol2_intro_202425.txt","The context indicates that while the number in college is no longer a factor in the SAI (Student Aid Index) formula, it is still a required question on the FAFSA form. Schools can use the information provided to perform a special circumstance adjustment for a student. However, the context does not specify whether having more than one child in college will directly help you get more aid. Therefore, it is unclear if having two kids in college will result in more financial aid.","0.75","1810","93","1903","gpt-4o-mini-2024-07-18","2026-06-12T15:49:36.701637+00:00"
"151","T-06","T","Baseline-LLM","My family owns a small business — does that count against my financial aid?","","","","","The context does not provide specific information about how owning a small business affects financial aid eligibility. Therefore, I cannot answer your question clearly.","0.0","66","27","93","gpt-4o-mini-2024-07-18","2026-06-12T15:49:37.827916+00:00"
"152","T-06","T","RAG-Standard","My family owns a small business — does that count against my financial aid?","chunk_000829 | chunk_000847 | chunk_000080 | chunk_000855 | chunk_000072","federal-outdated | federal-outdated | federal-primary | federal-outdated | federal-primary","2024-25 | 2024-25 | 2025-26 | 2024-25 | 2025-26","avg_ch2_202425.txt | avg_ch2_202425.txt | avg_ch3_202526.txt | avg_ch3_202425.txt | avg_ch2_202526.txt","Yes, the net worth of all businesses must be reported on the FAFSA form, regardless of the size of the enterprise. This means that the value of your family's small business could be considered in the financial aid assessment.","1.0","1953","43","1996","gpt-4o-mini-2024-07-18","2026-06-12T15:49:42.027219+00:00"
"153","T-06","T","RAG-AuthAware","My family owns a small business — does that count against my financial aid?","chunk_000080 | chunk_000072 | chunk_000829 | chunk_000847 | chunk_000855","federal-primary | federal-primary | federal-outdated | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2024-25","avg_ch3_202526.txt | avg_ch2_202526.txt | avg_ch2_202425.txt | avg_ch2_202425.txt | avg_ch3_202425.txt","Yes, the value of a family’s business is reported as an asset on the FAFSA form, regardless of the size of the enterprise. However, if you are a dependent student, you may be exempt from asset reporting if you meet certain criteria, such as qualifying for a Maximum Pell Grant or if your parents' income is below a certain threshold.","1.0","1953","69","2022","gpt-4o-mini-2024-07-18","2026-06-12T15:49:48.579050+00:00"
"154","T-07","T","Baseline-LLM","Does my 529 college savings plan hurt my chances of getting financial aid?","","","","","The context does not provide information about how a 529 college savings plan affects financial aid eligibility. Therefore, I cannot answer your question.","0.0","66","27","93","gpt-4o-mini-2024-07-18","2026-06-12T15:49:49.603146+00:00"
"155","T-07","T","RAG-Standard","Does my 529 college savings plan hurt my chances of getting financial aid?","chunk_001612 | chunk_001617 | chunk_001613 | chunk_000830 | chunk_001616","professional | professional | professional | federal-outdated | professional","N/A | N/A | N/A | 2024-25 | N/A","nasfaa_about_financial_aid.txt | nasfaa_about_financial_aid.txt | nasfaa_about_financial_aid.txt | avg_ch2_202425.txt | nasfaa_about_financial_aid.txt","The context does not provide specific information about how a 529 college savings plan affects financial aid eligibility. Therefore, I cannot answer your question clearly.","1.0","1950","29","1979","gpt-4o-mini-2024-07-18","2026-06-12T15:49:51.445332+00:00"
"156","T-07","T","RAG-AuthAware","Does my 529 college savings plan hurt my chances of getting financial aid?","chunk_001612 | chunk_001617 | chunk_001613 | chunk_001616 | chunk_000830","professional | professional | professional | professional | federal-outdated","N/A | N/A | N/A | N/A | 2024-25","nasfaa_about_financial_aid.txt | nasfaa_about_financial_aid.txt | nasfaa_about_financial_aid.txt | nasfaa_about_financial_aid.txt | avg_ch2_202425.txt","The context does not provide specific information about how a 529 college savings plan affects financial aid eligibility. Therefore, I cannot answer your question clearly based on the provided information.","1.0","1950","34","1984","gpt-4o-mini-2024-07-18","2026-06-12T15:49:53.078979+00:00"
"157","T-08","T","Baseline-LLM","I heard there's a new way the FAFSA handles money my grandparents give me for college — what changed?","","","","","The context provided does not contain any information about changes to how the FAFSA handles money given by grandparents for college. Therefore, I cannot answer your question.","0.0","71","30","101","gpt-4o-mini-2024-07-18","2026-06-12T15:49:54.002888+00:00"
"158","T-08","T","RAG-Standard","I heard there's a new way the FAFSA handles money my grandparents give me for college — what changed?","chunk_000143 | chunk_001613 | chunk_000938 | chunk_000918 | chunk_000072","federal-primary | professional | federal-outdated | federal-outdated | federal-primary","2025-26 | N/A | 2024-25 | 2024-25 | 2025-26","avg_ch5_202526.txt | nasfaa_about_financial_aid.txt | avg_intro_202425.txt | avg_ch5_202425.txt | avg_ch2_202526.txt","The context provided does not contain any information about changes to how the FAFSA handles money given by grandparents for college. Therefore, I cannot answer your question.","1.0","2086","30","2116","gpt-4o-mini-2024-07-18","2026-06-12T15:49:56.668543+00:00"
"159","T-08","T","RAG-AuthAware","I heard there's a new way the FAFSA handles money my grandparents give me for college — what changed?","chunk_000143 | chunk_000072 | chunk_001613 | chunk_000938 | chunk_000918","federal-primary | federal-primary | professional | federal-outdated | federal-outdated","2025-26 | 2025-26 | N/A | 2024-25 | 2024-25","avg_ch5_202526.txt | avg_ch2_202526.txt | nasfaa_about_financial_aid.txt | avg_intro_202425.txt | avg_ch5_202425.txt","The provided context does not contain any information about changes to how the FAFSA handles money given by grandparents for college. Therefore, I cannot answer your question.","1.0","2086","30","2116","gpt-4o-mini-2024-07-18","2026-06-12T15:49:58.332398+00:00"
"160","T-09","T","Baseline-LLM","What is the Student Aid Index and how is it different from what they used to use?","","","","","The Student Aid Index (SAI) is a new measure that will replace the Expected Family Contribution (EFC) in determining a student's eligibility for federal student aid. The SAI is designed to provide a more accurate assessment of a family's financial situation and to simplify the financial aid process. Unlike the EFC, which could sometimes lead to confusion about how much families were expected to contribute, the SAI aims to be more straightforward and transparent in its calculations.","0.0","69","91","160","gpt-4o-mini-2024-07-18","2026-06-12T15:50:00.046377+00:00"
"161","T-09","T","RAG-Standard","What is the Student Aid Index and how is it different from what they used to use?","chunk_001596 | chunk_001148 | chunk_001317 | chunk_000531 | chunk_001520","federal-consumer | federal-outdated | federal-outdated | federal-primary | federal-outdated","2025-26 | 2024-25 | 2024-25 | 2025-26 | 2024-25","how_aid_calculated.txt | vol2_ch3_202425.txt | vol3_intro_202425.txt | vol3_intro_202526.txt | vol6_intro_202425.txt","The Student Aid Index (SAI) is an eligibility index number that a college’s or career school’s financial aid office uses to determine how much federal student aid a student would receive if they attended the school. The SAI results from the information provided in the FAFSA form, with most tax information being transferred directly from the IRS. A key point is that the SAI is not a dollar amount of aid eligibility or what a family is expected to provide; rather, a negative SAI indicates higher financial need.

The context does not provide specific information on what was used previously instead of the SAI, so I cannot answer how it differs from what they used to use.","1.0","1986","134","2120","gpt-4o-mini-2024-07-18","2026-06-12T15:50:11.418629+00:00"
"162","T-09","T","RAG-AuthAware","What is the Student Aid Index and how is it different from what they used to use?","chunk_000531 | chunk_001596 | chunk_001148 | chunk_001317 | chunk_001520","federal-primary | federal-consumer | federal-outdated | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2024-25","vol3_intro_202526.txt | how_aid_calculated.txt | vol2_ch3_202425.txt | vol3_intro_202425.txt | vol6_intro_202425.txt","The Student Aid Index (SAI) is an eligibility index number that a college’s or career school’s financial aid office uses to determine how much federal student aid a student would receive if they attended the school. The SAI results from the information provided in the FAFSA form. Most of the tax information used to calculate the SAI is transferred directly from the IRS into the FAFSA form, although some applicants may need to manually provide tax information.

The SAI is not a dollar amount of aid eligibility or what a family is expected to provide. A negative SAI indicates that the student has higher financial need.

The context does not provide information on what was used previously instead of the SAI, so I cannot explain how it differs from what they used to use.","1.0","1986","152","2138","gpt-4o-mini-2024-07-18","2026-06-12T15:50:22.679946+00:00"
"163","T-10","T","Baseline-LLM","I filed my FAFSA last year — do I need to redo the whole thing or can I just update it?","","","","","The context does not provide information on whether you need to redo the whole FAFSA or just update it. Therefore, I cannot answer your question clearly.","0.0","73","29","102","gpt-4o-mini-2024-07-18","2026-06-12T15:50:23.878452+00:00"
"164","T-10","T","RAG-Standard","I filed my FAFSA last year — do I need to redo the whole thing or can I just update it?","chunk_000132 | chunk_000162 | chunk_000908 | chunk_000897 | chunk_000121","federal-primary | federal-primary | federal-outdated | federal-outdated | federal-primary","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2025-26","avg_ch4_202526.txt | avg_intro_202526.txt | avg_ch4_202425.txt | avg_ch4_202425.txt | avg_ch4_202526.txt","You do not need to redo the whole FAFSA. You can update your FAFSA by making corrections or changes online or using the FAFSA Partner Portal, as long as you have the necessary information, such as your Data Retrieval Number (DRN) if your school is not listed on your application.","1.0","2089","57","2146","gpt-4o-mini-2024-07-18","2026-06-12T15:50:30.456990+00:00"
"165","T-10","T","RAG-AuthAware","I filed my FAFSA last year — do I need to redo the whole thing or can I just update it?","chunk_000132 | chunk_000162 | chunk_000121 | chunk_000908 | chunk_000897","federal-primary | federal-primary | federal-primary | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","avg_ch4_202526.txt | avg_intro_202526.txt | avg_ch4_202526.txt | avg_ch4_202425.txt | avg_ch4_202425.txt","You do not need to redo the whole FAFSA. You can update your previously submitted FAFSA by making corrections or updates online or through the FAFSA Partner Portal, as long as you have the necessary information, such as your Data Release Number (DRN) if your school is not listed on your application.","1.0","2089","59","2148","gpt-4o-mini-2024-07-18","2026-06-12T15:50:36.093819+00:00"
